Capital gains report 2024

Date Sold,Date Acquired,Asset,Amount,Cost (EUR),Proceeds (EUR),Gain / loss,Notes,Wallet Name,Holding period
15/03/2024 10:00,06/01/2024 16:28,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,06/01/2024 17:29,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,07/01/2024 08:30,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,07/01/2024 09:31,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,07/01/2024 10:32,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,07/01/2024 11:33,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,07/01/2024 12:34,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,08/01/2024 13:35,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,08/01/2024 14:36,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,08/01/2024 15:37,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,08/01/2024 16:38,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,09/01/2024 17:39,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,09/01/2024 08:40,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,09/01/2024 09:41,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,09/01/2024 10:42,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,09/01/2024 11:43,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,10/01/2024 12:44,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,10/01/2024 13:45,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,10/01/2024 14:46,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,10/01/2024 15:47,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,10/01/2024 16:48,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,11/01/2024 17:49,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,11/01/2024 08:50,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,11/01/2024 09:51,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,11/01/2024 10:52,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,11/01/2024 11:53,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,12/01/2024 12:54,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,12/01/2024 13:55,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,12/01/2024 14:56,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,12/01/2024 15:57,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,12/01/2024 16:58,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,13/01/2024 17:59,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,13/01/2024 08:00,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,13/01/2024 09:01,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,13/01/2024 10:02,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,13/01/2024 11:03,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,14/01/2024 12:04,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,14/01/2024 13:05,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,14/01/2024 14:06,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,14/01/2024 15:07,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,14/01/2024 16:08,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,15/01/2024 17:09,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,15/01/2024 08:10,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,15/01/2024 09:11,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,15/01/2024 10:12,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,16/01/2024 11:13,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,16/01/2024 12:14,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,16/01/2024 13:15,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,16/01/2024 14:16,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,16/01/2024 15:17,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,17/01/2024 16:18,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,17/01/2024 17:19,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,17/01/2024 08:20,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,17/01/2024 09:21,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,17/01/2024 10:22,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,18/01/2024 11:23,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,18/01/2024 12:24,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,18/01/2024 13:25,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,18/01/2024 14:26,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,18/01/2024 15:27,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,19/01/2024 16:28,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,19/01/2024 17:29,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,19/01/2024 08:30,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,19/01/2024 09:31,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,19/01/2024 10:32,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,20/01/2024 11:33,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,20/01/2024 12:34,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,20/01/2024 13:35,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,20/01/2024 14:36,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,20/01/2024 15:37,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,21/01/2024 16:38,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,21/01/2024 17:39,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,21/01/2024 08:40,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,21/01/2024 09:41,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,21/01/2024 10:42,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,22/01/2024 11:43,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,22/01/2024 12:44,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,22/01/2024 13:45,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,22/01/2024 14:46,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,23/01/2024 15:47,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,23/01/2024 16:48,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,23/01/2024 17:49,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,23/01/2024 08:50,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,23/01/2024 09:51,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,24/01/2024 10:52,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,24/01/2024 11:53,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,24/01/2024 12:54,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,24/01/2024 13:55,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,24/01/2024 14:56,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,25/01/2024 15:57,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,25/01/2024 16:58,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,25/01/2024 17:59,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,25/01/2024 08:00,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,25/01/2024 09:01,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,26/01/2024 10:02,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,26/01/2024 11:03,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,26/01/2024 12:04,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,26/01/2024 13:05,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,26/01/2024 14:06,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,27/01/2024 15:07,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,27/01/2024 16:08,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,27/01/2024 17:09,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,27/01/2024 08:10,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,27/01/2024 09:11,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,01/02/2024 10:12,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,01/02/2024 11:13,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,01/02/2024 12:14,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,01/02/2024 13:15,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,01/02/2024 14:16,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,01/02/2024 15:17,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,01/02/2024 16:18,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,01/02/2024 17:19,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,01/02/2024 08:20,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,02/02/2024 09:21,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,02/02/2024 10:22,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,02/02/2024 11:23,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,02/02/2024 12:24,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,02/02/2024 13:25,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,03/02/2024 14:26,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,03/02/2024 15:27,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,03/02/2024 16:28,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,03/02/2024 17:29,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,03/02/2024 08:30,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,04/02/2024 09:31,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,04/02/2024 10:32,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,04/02/2024 11:33,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,04/02/2024 12:34,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,04/02/2024 13:35,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,05/02/2024 14:36,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,05/02/2024 15:37,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,05/02/2024 16:38,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,05/02/2024 17:39,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,05/02/2024 08:40,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,06/02/2024 09:41,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,06/02/2024 10:42,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,06/02/2024 11:43,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,06/02/2024 12:44,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,06/02/2024 13:45,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,07/02/2024 14:46,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,07/02/2024 15:47,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,07/02/2024 16:48,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,07/02/2024 17:49,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,07/02/2024 08:50,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,08/02/2024 09:51,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,08/02/2024 10:52,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,08/02/2024 11:53,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,08/02/2024 12:54,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,09/02/2024 13:55,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,09/02/2024 14:56,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,09/02/2024 15:57,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,09/02/2024 16:58,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,09/02/2024 17:59,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,10/02/2024 08:00,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,10/02/2024 09:01,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,10/02/2024 10:02,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,10/02/2024 11:03,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,10/02/2024 12:04,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,11/02/2024 13:05,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,11/02/2024 14:06,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,11/02/2024 15:07,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,11/02/2024 16:08,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,11/02/2024 17:09,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,12/02/2024 08:10,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,12/02/2024 09:11,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,12/02/2024 10:12,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,12/02/2024 11:13,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,12/02/2024 12:14,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,13/02/2024 13:15,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,13/02/2024 14:16,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,13/02/2024 15:17,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,13/02/2024 16:18,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,13/02/2024 17:19,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,14/02/2024 08:20,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,14/02/2024 09:21,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,14/02/2024 10:22,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,14/02/2024 11:23,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,14/02/2024 12:24,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,15/02/2024 13:25,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,15/02/2024 14:26,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,15/02/2024 15:27,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,15/02/2024 16:28,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,15/02/2024 17:29,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,16/02/2024 08:30,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,16/02/2024 09:31,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,16/02/2024 10:32,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,16/02/2024 11:33,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,17/02/2024 12:34,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,17/02/2024 13:35,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,17/02/2024 14:36,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,17/02/2024 15:37,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,17/02/2024 16:38,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,18/02/2024 17:39,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,18/02/2024 08:40,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,18/02/2024 09:41,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,18/02/2024 10:42,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,18/02/2024 11:43,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,19/02/2024 12:44,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,19/02/2024 13:45,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,19/02/2024 14:46,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,19/02/2024 15:47,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,19/02/2024 16:48,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,20/02/2024 17:49,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,20/02/2024 08:50,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,20/02/2024 09:51,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,20/02/2024 10:52,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,20/02/2024 11:53,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,21/02/2024 12:54,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,21/02/2024 13:55,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,21/02/2024 14:56,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,21/02/2024 15:57,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,21/02/2024 16:58,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,22/02/2024 17:59,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,22/02/2024 08:00,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,22/02/2024 09:01,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,22/02/2024 10:02,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,22/02/2024 11:03,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,23/02/2024 12:04,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,23/02/2024 13:05,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,23/02/2024 14:06,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,23/02/2024 15:07,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,24/02/2024 16:08,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,24/02/2024 17:09,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
15/03/2024 10:00,24/02/2024 08:10,BTC,"0,00001000","0,50","0,55","0,05","",Kraken,Short term
